Admin,Masuk form penjualan,08 October 2012,09:42:52
Admin,Masuk form pembelian,08 October 2012,09:42:52
Admin,Berhasil login.,08 October 2012,09:42:52
Admin,Keluar program,08 October 2012,09:43:05
Admin,Masuk form penjualan,08 October 2012,09:46:40
Admin,Masuk form pembelian,08 October 2012,09:46:42
Admin,Berhasil login.,08 October 2012,09:46:42
Admin,Masuk form penjualan,08 October 2012,09:50:28
Admin,Masuk form pembelian,08 October 2012,09:51:11
Admin,Masuk form pembelian,08 October 2012,09:51:43
Admin,Masuk form penjualan,08 October 2012,09:51:54
Admin,Masuk form pembelian,08 October 2012,09:53:10
Admin,Masuk form penjualan,08 October 2012,09:54:49
Admin,Keluar program,08 October 2012,09:55:44
Admin,Masuk form penjualan,08 October 2012,14:48:21
Admin,Masuk form pembelian,08 October 2012,14:48:23
Admin,Berhasil login.,08 October 2012,14:48:23
Admin,Masuk form penjualan,08 October 2012,14:50:57
Admin,Masuk form pembelian,08 October 2012,14:50:57
Admin,Berhasil login.,08 October 2012,14:50:57
Admin,Masuk form penjualan,08 October 2012,14:53:08
Admin,Masuk form pembelian,08 October 2012,14:53:09
Admin,Berhasil login.,08 October 2012,14:53:09
Admin,Masuk form penjualan,08 October 2012,15:07:21
Admin,Masuk form pembelian,08 October 2012,15:07:23
Admin,Berhasil login.,08 October 2012,15:07:23
Admin,Masuk form penjualan,08 October 2012,15:10:31
Admin,Masuk form pembelian,08 October 2012,15:10:33
Admin,Berhasil login.,08 October 2012,15:10:33
Admin,Masuk form penjualan,08 October 2012,15:10:47
Admin,Masuk form pembelian,08 October 2012,15:10:49
Admin,Berhasil login.,08 October 2012,15:10:49
Admin,Masuk form barang,08 October 2012,15:10:54
Admin,Masuk form penjualan,08 October 2012,15:20:02
Admin,Masuk form pembelian,08 October 2012,15:20:04
Admin,Berhasil login.,08 October 2012,15:20:04
Admin,Masuk form penjualan,08 October 2012,15:22:20
Admin,Masuk form pembelian,08 October 2012,15:22:22
Admin,Berhasil login.,08 October 2012,15:22:22
Admin,Masuk form penjualan,08 October 2012,15:22:56
Admin,Keluar program,08 October 2012,15:23:01
Admin,Masuk form penjualan,09 October 2012,09:20:29
Admin,Masuk form pembelian,09 October 2012,09:20:30
Admin,Berhasil login.,09 October 2012,09:20:30
Admin,Masuk form penjualan,09 October 2012,09:20:32
Admin,Masuk form penjualan,10 October 2012,11:17:17
Admin,Masuk form pembelian,10 October 2012,11:17:19
Admin,Berhasil login.,10 October 2012,11:17:19
